,dest_node,source_node,weight,source_class,dest_class,edge_class
14866,367,1,0.1,s,h,s-h
14867,631,145,0.1,s,h,s-h
14868,411,145,0.1,s,h,s-h
14869,502,145,0.1,s,h,s-h
14870,611,145,0.1,s,h,s-h
14871,711,145,0.1,s,h,s-h
14872,445,145,0.1,s,h,s-h
14873,631,37,0.1,s,h,s-h
14874,502,37,0.1,s,h,s-h
14875,711,37,0.1,s,h,s-h
14876,631,120,0.1,s,h,s-h
14877,502,120,0.1,s,h,s-h
14878,611,120,0.1,s,h,s-h
14879,711,120,0.1,s,h,s-h
14880,656,58,0.1,s,h,s-h
14881,646,5,0.1,s,h,s-h
14882,709,5,0.1,s,h,s-h
14883,915,23,0.1,s,h,s-h
14884,525,8,0.1,s,h,s-h
14885,456,8,0.1,s,h,s-h
14886,547,8,0.1,s,h,s-h
14887,419,8,0.1,s,h,s-h
14888,525,58,0.1,s,h,s-h
14889,456,58,0.1,s,h,s-h
14890,525,5,0.1,s,h,s-h
14891,522,39,0.1,s,h,s-h
14892,576,39,0.1,s,h,s-h
14893,388,65,0.1,s,h,s-h
14894,563,23,0.1,s,h,s-h
14895,386,23,0.1,s,h,s-h
14896,479,57,0.1,s,h,s-h
14897,576,57,0.1,s,h,s-h
14898,536,57,0.1,s,h,s-h
14899,593,57,0.1,s,h,s-h
14900,724,24,0.1,s,h,s-h
14901,934,0,0.1,s,h,s-h
14902,842,0,0.1,s,h,s-h
14903,659,66,0.1,s,h,s-h
14904,634,108,0.1,s,h,s-h
14905,634,26,0.1,s,h,s-h
14906,372,41,0.1,s,h,s-h
14907,484,57,0.1,s,h,s-h
14908,441,57,0.1,s,h,s-h
14909,546,57,0.1,s,h,s-h
14910,513,57,0.1,s,h,s-h
14911,395,57,0.1,s,h,s-h
14912,360,40,0.1,s,h,s-h
14913,484,40,0.1,s,h,s-h
14914,567,40,0.1,s,h,s-h
14915,513,40,0.1,s,h,s-h
14916,418,40,0.1,s,h,s-h
14917,397,40,0.1,s,h,s-h
14918,585,40,0.1,s,h,s-h
14919,567,56,0.1,s,h,s-h
14920,386,56,0.1,s,h,s-h
14921,585,56,0.1,s,h,s-h
14922,484,110,0.1,s,h,s-h
14923,525,110,0.1,s,h,s-h
14924,567,110,0.1,s,h,s-h
14925,486,110,0.1,s,h,s-h
14926,399,110,0.1,s,h,s-h
14927,519,110,0.1,s,h,s-h
14928,513,110,0.1,s,h,s-h
14929,386,110,0.1,s,h,s-h
14930,443,110,0.1,s,h,s-h
14931,585,110,0.1,s,h,s-h
14932,585,53,0.1,s,h,s-h
14933,384,98,0.1,s,h,s-h
14934,444,98,0.1,s,h,s-h
14935,630,49,0.1,s,h,s-h
14936,380,0,0.1,s,h,s-h
14937,521,73,0.1,s,h,s-h
14938,593,73,0.1,s,h,s-h
14939,522,35,0.1,s,h,s-h
14940,567,4,0.1,s,h,s-h
14941,743,4,0.1,s,h,s-h
14942,481,4,0.1,s,h,s-h
14943,476,34,0.1,s,h,s-h
14944,411,34,0.1,s,h,s-h
14945,567,34,0.1,s,h,s-h
14946,384,34,0.1,s,h,s-h
14947,523,34,0.1,s,h,s-h
14948,743,34,0.1,s,h,s-h
14949,481,34,0.1,s,h,s-h
14950,444,34,0.1,s,h,s-h
14951,438,34,0.1,s,h,s-h
14952,524,34,0.1,s,h,s-h
14953,467,49,0.1,s,h,s-h
14954,582,24,0.1,s,h,s-h
14955,611,221,0.1,s,h,s-h
14956,421,221,0.1,s,h,s-h
14957,457,24,0.1,s,h,s-h
14958,476,228,0.1,s,h,s-h
14959,376,228,0.1,s,h,s-h
14960,586,228,0.1,s,h,s-h
14961,428,228,0.1,s,h,s-h
14962,387,228,0.1,s,h,s-h
14963,431,228,0.1,s,h,s-h
14964,426,228,0.1,s,h,s-h
14965,586,111,0.1,s,h,s-h
14966,428,111,0.1,s,h,s-h
14967,387,111,0.1,s,h,s-h
14968,431,111,0.1,s,h,s-h
14969,426,111,0.1,s,h,s-h
14970,389,47,0.1,s,h,s-h
14971,389,6,0.1,s,h,s-h
14972,669,61,0.1,s,h,s-h
14973,754,61,0.1,s,h,s-h
14974,784,61,0.1,s,h,s-h
14975,688,49,0.1,s,h,s-h
14976,511,30,0.1,s,h,s-h
14977,504,30,0.1,s,h,s-h
14978,409,30,0.1,s,h,s-h
14979,461,78,0.1,s,h,s-h
14980,449,78,0.1,s,h,s-h
14981,756,18,0.1,s,h,s-h
14982,599,44,0.1,s,h,s-h
14983,756,44,0.1,s,h,s-h
14984,375,129,0.1,s,h,s-h
14985,507,129,0.1,s,h,s-h
14986,507,156,0.1,s,h,s-h
14987,445,156,0.1,s,h,s-h
14988,502,13,0.1,s,h,s-h
14989,578,13,0.1,s,h,s-h
14990,611,6,0.1,s,h,s-h
14991,396,10,0.1,s,h,s-h
14992,626,36,0.1,s,h,s-h
14993,362,75,0.1,s,h,s-h
14994,437,75,0.1,s,h,s-h
14995,438,75,0.1,s,h,s-h
14996,562,79,0.1,s,h,s-h
14997,422,79,0.1,s,h,s-h
14998,422,23,0.1,s,h,s-h
14999,422,35,0.1,s,h,s-h
15000,562,194,0.1,s,h,s-h
15001,422,194,0.1,s,h,s-h
15002,427,194,0.1,s,h,s-h
15003,451,194,0.1,s,h,s-h
15004,599,194,0.1,s,h,s-h
15005,563,5,0.1,s,h,s-h
15006,647,43,0.1,s,h,s-h
15007,361,49,0.1,s,h,s-h
15008,427,60,0.1,s,h,s-h
15009,637,60,0.1,s,h,s-h
15010,415,79,0.1,s,h,s-h
15011,409,79,0.1,s,h,s-h
15012,480,29,0.1,s,h,s-h
15013,635,14,0.1,s,h,s-h
15014,545,167,0.1,s,h,s-h
15015,495,167,0.1,s,h,s-h
15016,920,23,0.1,s,h,s-h
15017,651,35,0.1,s,h,s-h
15018,651,34,0.1,s,h,s-h
15019,450,94,0.1,s,h,s-h
15020,413,94,0.1,s,h,s-h
15021,544,94,0.1,s,h,s-h
15022,451,94,0.1,s,h,s-h
15023,545,94,0.1,s,h,s-h
15024,570,94,0.1,s,h,s-h
15025,497,94,0.1,s,h,s-h
15026,618,94,0.1,s,h,s-h
15027,587,94,0.1,s,h,s-h
15028,494,94,0.1,s,h,s-h
15029,495,94,0.1,s,h,s-h
15030,450,100,0.1,s,h,s-h
15031,413,100,0.1,s,h,s-h
15032,544,100,0.1,s,h,s-h
15033,545,100,0.1,s,h,s-h
15034,570,100,0.1,s,h,s-h
15035,497,100,0.1,s,h,s-h
15036,618,100,0.1,s,h,s-h
15037,494,100,0.1,s,h,s-h
15038,495,100,0.1,s,h,s-h
15039,544,103,0.1,s,h,s-h
15040,545,103,0.1,s,h,s-h
15041,417,103,0.1,s,h,s-h
15042,570,103,0.1,s,h,s-h
15043,497,103,0.1,s,h,s-h
15044,618,103,0.1,s,h,s-h
15045,494,103,0.1,s,h,s-h
15046,495,103,0.1,s,h,s-h
15047,611,158,0.1,s,h,s-h
15048,443,158,0.1,s,h,s-h
15049,443,154,0.1,s,h,s-h
15050,408,120,0.1,s,h,s-h
15051,436,48,0.1,s,h,s-h
15052,653,39,0.1,s,h,s-h
15053,603,39,0.1,s,h,s-h
15054,566,39,0.1,s,h,s-h
15055,637,39,0.1,s,h,s-h
15056,653,43,0.1,s,h,s-h
15057,603,43,0.1,s,h,s-h
15058,637,43,0.1,s,h,s-h
15059,726,39,0.1,s,h,s-h
15060,655,39,0.1,s,h,s-h
15061,787,39,0.1,s,h,s-h
15062,389,39,0.1,s,h,s-h
15063,378,39,0.1,s,h,s-h
15064,787,67,0.1,s,h,s-h
15065,787,98,0.1,s,h,s-h
15066,383,260,0.1,s,h,s-h
15067,468,260,0.1,s,h,s-h
15068,726,260,0.1,s,h,s-h
15069,655,260,0.1,s,h,s-h
15070,401,260,0.1,s,h,s-h
15071,787,260,0.1,s,h,s-h
15072,389,260,0.1,s,h,s-h
15073,405,260,0.1,s,h,s-h
15074,378,260,0.1,s,h,s-h
15075,455,126,0.1,s,h,s-h
15076,373,126,0.1,s,h,s-h
15077,935,126,0.1,s,h,s-h
15078,555,51,0.1,s,h,s-h
15079,767,67,0.1,s,h,s-h
15080,390,31,0.1,s,h,s-h
15081,767,31,0.1,s,h,s-h
15082,767,10,0.1,s,h,s-h
15083,478,24,0.1,s,h,s-h
15084,568,24,0.1,s,h,s-h
15085,544,24,0.1,s,h,s-h
15086,586,24,0.1,s,h,s-h
15087,545,24,0.1,s,h,s-h
15088,470,24,0.1,s,h,s-h
15089,503,24,0.1,s,h,s-h
15090,495,24,0.1,s,h,s-h
15091,568,49,0.1,s,h,s-h
15092,539,49,0.1,s,h,s-h
15093,586,359,0.1,s,h,s-h
15094,539,359,0.1,s,h,s-h
15095,568,0,0.1,s,h,s-h
15096,684,0,0.1,s,h,s-h
15097,539,0,0.1,s,h,s-h
15098,631,50,0.1,s,h,s-h
15099,711,50,0.1,s,h,s-h
15100,571,50,0.1,s,h,s-h
15101,438,50,0.1,s,h,s-h
15102,405,50,0.1,s,h,s-h
15103,631,16,0.1,s,h,s-h
15104,711,16,0.1,s,h,s-h
15105,631,13,0.1,s,h,s-h
15106,711,13,0.1,s,h,s-h
15107,513,13,0.1,s,h,s-h
15108,571,13,0.1,s,h,s-h
15109,440,51,0.1,s,h,s-h
15110,405,51,0.1,s,h,s-h
15111,761,8,0.1,s,h,s-h
15112,761,14,0.1,s,h,s-h
15113,761,16,0.1,s,h,s-h
15114,660,28,0.1,s,h,s-h
15115,361,28,0.1,s,h,s-h
15116,588,28,0.1,s,h,s-h
15117,931,28,0.1,s,h,s-h
15118,661,28,0.1,s,h,s-h
15119,708,14,0.1,s,h,s-h
15120,581,14,0.1,s,h,s-h
15121,842,14,0.1,s,h,s-h
15122,806,121,0.1,s,h,s-h
15123,710,121,0.1,s,h,s-h
15124,423,121,0.1,s,h,s-h
15125,806,8,0.1,s,h,s-h
15126,423,8,0.1,s,h,s-h
15127,643,49,0.1,s,h,s-h
15128,372,101,0.1,s,h,s-h
15129,369,101,0.1,s,h,s-h
15130,545,19,0.1,s,h,s-h
15131,643,19,0.1,s,h,s-h
15132,521,35,0.1,s,h,s-h
15133,510,35,0.1,s,h,s-h
15134,578,35,0.1,s,h,s-h
15135,481,35,0.1,s,h,s-h
15136,426,3,0.1,s,h,s-h
15137,411,194,0.1,s,h,s-h
15138,376,194,0.1,s,h,s-h
15139,449,194,0.1,s,h,s-h
15140,534,53,0.1,s,h,s-h
15141,637,14,0.1,s,h,s-h
15142,583,79,0.1,s,h,s-h
15143,685,19,0.1,s,h,s-h
15144,685,20,0.1,s,h,s-h
15145,372,94,0.1,s,h,s-h
15146,362,94,0.1,s,h,s-h
15147,426,94,0.1,s,h,s-h
15148,936,121,0.1,s,h,s-h
15149,360,235,0.1,s,h,s-h
15150,508,235,0.1,s,h,s-h
15151,392,235,0.1,s,h,s-h
15152,427,235,0.1,s,h,s-h
15153,393,235,0.1,s,h,s-h
15154,366,235,0.1,s,h,s-h
15155,426,21,0.1,s,h,s-h
15156,569,261,0.1,s,h,s-h
15157,509,79,0.1,s,h,s-h
15158,538,79,0.1,s,h,s-h
15159,619,47,0.1,s,h,s-h
15160,593,47,0.1,s,h,s-h
15161,593,0,0.1,s,h,s-h
15162,428,77,0.1,s,h,s-h
15163,460,154,0.1,s,h,s-h
15164,462,154,0.1,s,h,s-h
15165,566,90,0.1,s,h,s-h
15166,511,9,0.1,s,h,s-h
15167,718,9,0.1,s,h,s-h
15168,427,9,0.1,s,h,s-h
15169,519,9,0.1,s,h,s-h
15170,433,111,0.1,s,h,s-h
15171,560,111,0.1,s,h,s-h
15172,531,111,0.1,s,h,s-h
15173,585,111,0.1,s,h,s-h
15174,388,61,0.1,s,h,s-h
15175,631,6,0.1,s,h,s-h
15176,711,6,0.1,s,h,s-h
15177,470,57,0.1,s,h,s-h
15178,937,359,0.1,s,h,s-h
15179,383,260,0.1,s,h,s-h
15180,476,260,0.1,s,h,s-h
15181,377,260,0.1,s,h,s-h
15182,423,14,0.1,s,h,s-h
15183,938,14,0.1,s,h,s-h
15184,815,131,0.1,s,h,s-h
15185,939,131,0.1,s,h,s-h
15186,469,131,0.1,s,h,s-h
15187,676,131,0.1,s,h,s-h
15188,809,131,0.1,s,h,s-h
15189,545,131,0.1,s,h,s-h
15190,732,131,0.1,s,h,s-h
15191,470,131,0.1,s,h,s-h
15192,520,131,0.1,s,h,s-h
15193,587,131,0.1,s,h,s-h
15194,733,131,0.1,s,h,s-h
15195,815,101,0.1,s,h,s-h
15196,939,101,0.1,s,h,s-h
15197,731,101,0.1,s,h,s-h
15198,544,101,0.1,s,h,s-h
15199,676,101,0.1,s,h,s-h
15200,809,101,0.1,s,h,s-h
15201,470,101,0.1,s,h,s-h
15202,458,101,0.1,s,h,s-h
15203,546,176,0.1,s,h,s-h
15204,503,176,0.1,s,h,s-h
15205,460,100,0.1,s,h,s-h
15206,385,100,0.1,s,h,s-h
15207,398,100,0.1,s,h,s-h
15208,445,100,0.1,s,h,s-h
15209,462,100,0.1,s,h,s-h
15210,377,100,0.1,s,h,s-h
15211,411,30,0.1,s,h,s-h
15212,390,30,0.1,s,h,s-h
15213,372,103,0.1,s,h,s-h
15214,619,103,0.1,s,h,s-h
15215,542,103,0.1,s,h,s-h
15216,619,3,0.1,s,h,s-h
15217,619,23,0.1,s,h,s-h
15218,619,359,0.1,s,h,s-h
15219,507,4,0.1,s,h,s-h
15220,619,4,0.1,s,h,s-h
15221,499,0,0.1,s,h,s-h
15222,681,67,0.1,s,h,s-h
15223,456,67,0.1,s,h,s-h
15224,780,98,0.1,s,h,s-h
15225,367,98,0.1,s,h,s-h
15226,433,104,0.1,s,h,s-h
15227,727,8,0.1,s,h,s-h
15228,728,8,0.1,s,h,s-h
15229,551,36,0.1,s,h,s-h
15230,547,36,0.1,s,h,s-h
15231,687,36,0.1,s,h,s-h
15232,460,73,0.1,s,h,s-h
15233,507,73,0.1,s,h,s-h
15234,462,73,0.1,s,h,s-h
15235,517,180,0.1,s,h,s-h
15236,446,180,0.1,s,h,s-h
15237,529,90,0.1,s,h,s-h
15238,417,80,0.1,s,h,s-h
15239,635,80,0.1,s,h,s-h
15240,390,18,0.1,s,h,s-h
15241,446,18,0.1,s,h,s-h
15242,504,80,0.1,s,h,s-h
15243,417,80,0.1,s,h,s-h
15244,583,80,0.1,s,h,s-h
15245,446,80,0.1,s,h,s-h
15246,635,80,0.1,s,h,s-h
15247,377,80,0.1,s,h,s-h
15248,417,20,0.1,s,h,s-h
15249,439,127,0.1,s,h,s-h
15250,572,127,0.1,s,h,s-h
15251,442,127,0.1,s,h,s-h
15252,414,89,0.1,s,h,s-h
15253,451,89,0.1,s,h,s-h
15254,571,89,0.1,s,h,s-h
15255,419,89,0.1,s,h,s-h
15256,454,89,0.1,s,h,s-h
15257,405,89,0.1,s,h,s-h
15258,727,43,0.1,s,h,s-h
15259,728,43,0.1,s,h,s-h
15260,466,43,0.1,s,h,s-h
15261,940,43,0.1,s,h,s-h
15262,727,49,0.1,s,h,s-h
15263,728,49,0.1,s,h,s-h
15264,940,49,0.1,s,h,s-h
15265,433,71,0.1,s,h,s-h
15266,695,71,0.1,s,h,s-h
15267,678,71,0.1,s,h,s-h
15268,531,71,0.1,s,h,s-h
15269,517,71,0.1,s,h,s-h
15270,815,26,0.1,s,h,s-h
15271,546,26,0.1,s,h,s-h
15272,570,26,0.1,s,h,s-h
15273,571,26,0.1,s,h,s-h
15274,710,35,0.1,s,h,s-h
15275,514,35,0.1,s,h,s-h
15276,712,35,0.1,s,h,s-h
15277,712,5,0.1,s,h,s-h
15278,710,60,0.1,s,h,s-h
15279,449,60,0.1,s,h,s-h
15280,440,60,0.1,s,h,s-h
15281,610,60,0.1,s,h,s-h
15282,599,60,0.1,s,h,s-h
15283,440,108,0.1,s,h,s-h
15284,610,108,0.1,s,h,s-h
15285,674,108,0.1,s,h,s-h
15286,546,108,0.1,s,h,s-h
15287,570,108,0.1,s,h,s-h
15288,745,108,0.1,s,h,s-h
15289,581,108,0.1,s,h,s-h
15290,623,108,0.1,s,h,s-h
15291,406,108,0.1,s,h,s-h
15292,710,23,0.1,s,h,s-h
15293,610,23,0.1,s,h,s-h
15294,674,23,0.1,s,h,s-h
15295,511,247,0.1,s,h,s-h
15296,476,247,0.1,s,h,s-h
15297,710,247,0.1,s,h,s-h
15298,414,247,0.1,s,h,s-h
15299,375,247,0.1,s,h,s-h
15300,450,247,0.1,s,h,s-h
15301,658,247,0.1,s,h,s-h
15302,478,247,0.1,s,h,s-h
15303,449,247,0.1,s,h,s-h
15304,440,247,0.1,s,h,s-h
15305,610,247,0.1,s,h,s-h
15306,674,247,0.1,s,h,s-h
15307,393,247,0.1,s,h,s-h
15308,546,247,0.1,s,h,s-h
15309,570,247,0.1,s,h,s-h
15310,745,247,0.1,s,h,s-h
15311,581,247,0.1,s,h,s-h
15312,401,247,0.1,s,h,s-h
15313,503,247,0.1,s,h,s-h
15314,599,247,0.1,s,h,s-h
15315,387,247,0.1,s,h,s-h
15316,623,247,0.1,s,h,s-h
15317,390,247,0.1,s,h,s-h
15318,471,247,0.1,s,h,s-h
15319,378,247,0.1,s,h,s-h
15320,406,247,0.1,s,h,s-h
15321,511,73,0.1,s,h,s-h
15322,710,73,0.1,s,h,s-h
15323,414,73,0.1,s,h,s-h
15324,450,73,0.1,s,h,s-h
15325,658,73,0.1,s,h,s-h
15326,449,73,0.1,s,h,s-h
15327,440,73,0.1,s,h,s-h
15328,610,73,0.1,s,h,s-h
15329,674,73,0.1,s,h,s-h
15330,393,73,0.1,s,h,s-h
15331,546,73,0.1,s,h,s-h
15332,570,73,0.1,s,h,s-h
15333,745,73,0.1,s,h,s-h
15334,503,73,0.1,s,h,s-h
15335,599,73,0.1,s,h,s-h
15336,623,73,0.1,s,h,s-h
15337,378,73,0.1,s,h,s-h
15338,406,73,0.1,s,h,s-h
15339,710,359,0.1,s,h,s-h
15340,610,359,0.1,s,h,s-h
15341,674,359,0.1,s,h,s-h
15342,440,26,0.1,s,h,s-h
15343,610,26,0.1,s,h,s-h
15344,674,26,0.1,s,h,s-h
15345,745,26,0.1,s,h,s-h
15346,581,26,0.1,s,h,s-h
15347,623,26,0.1,s,h,s-h
15348,406,26,0.1,s,h,s-h
15349,511,0,0.1,s,h,s-h
15350,674,0,0.1,s,h,s-h
15351,581,0,0.1,s,h,s-h
15352,571,41,0.1,s,h,s-h
15353,583,43,0.1,s,h,s-h
15354,375,263,0.1,s,h,s-h
15355,401,263,0.1,s,h,s-h
15356,377,263,0.1,s,h,s-h
15357,406,263,0.1,s,h,s-h
15358,451,75,0.1,s,h,s-h
15359,496,75,0.1,s,h,s-h
15360,428,75,0.1,s,h,s-h
15361,385,33,0.1,s,h,s-h
15362,649,43,0.1,s,h,s-h
15363,607,43,0.1,s,h,s-h
15364,389,16,0.1,s,h,s-h
15365,383,4,0.1,s,h,s-h
15366,389,4,0.1,s,h,s-h
15367,369,39,0.1,s,h,s-h
15368,399,44,0.1,s,h,s-h
15369,400,44,0.1,s,h,s-h
15370,519,44,0.1,s,h,s-h
15371,513,44,0.1,s,h,s-h
15372,926,0,0.1,s,h,s-h
15373,636,35,0.1,s,h,s-h
15374,618,35,0.1,s,h,s-h
15375,941,35,0.1,s,h,s-h
15376,660,77,0.1,s,h,s-h
15377,707,77,0.1,s,h,s-h
15378,458,77,0.1,s,h,s-h
15379,436,77,0.1,s,h,s-h
15380,763,24,0.1,s,h,s-h
15381,572,43,0.1,s,h,s-h
15382,444,43,0.1,s,h,s-h
15383,599,89,0.1,s,h,s-h
15384,610,43,0.1,s,h,s-h
15385,610,16,0.1,s,h,s-h
15386,469,13,0.1,s,h,s-h
15387,610,13,0.1,s,h,s-h
15388,367,41,0.1,s,h,s-h
15389,593,6,0.1,s,h,s-h
15390,467,13,0.1,s,h,s-h
15391,831,40,0.1,s,h,s-h
15392,756,40,0.1,s,h,s-h
15393,372,18,0.1,s,h,s-h
15394,831,18,0.1,s,h,s-h
15395,506,18,0.1,s,h,s-h
15396,372,140,0.1,s,h,s-h
15397,831,140,0.1,s,h,s-h
15398,571,140,0.1,s,h,s-h
15399,506,140,0.1,s,h,s-h
15400,760,140,0.1,s,h,s-h
15401,831,19,0.1,s,h,s-h
15402,857,6,0.1,s,h,s-h
15403,460,121,0.1,s,h,s-h
15404,462,121,0.1,s,h,s-h
15405,566,3,0.1,s,h,s-h
15406,460,109,0.1,s,h,s-h
15407,462,109,0.1,s,h,s-h
15408,566,4,0.1,s,h,s-h
15409,460,123,0.1,s,h,s-h
15410,462,123,0.1,s,h,s-h
15411,368,90,0.1,s,h,s-h
15412,496,90,0.1,s,h,s-h
15413,428,90,0.1,s,h,s-h
15414,460,159,0.1,s,h,s-h
15415,487,159,0.1,s,h,s-h
15416,394,159,0.1,s,h,s-h
15417,603,159,0.1,s,h,s-h
15418,462,159,0.1,s,h,s-h
15419,815,60,0.1,s,h,s-h
15420,732,60,0.1,s,h,s-h
15421,644,60,0.1,s,h,s-h
15422,815,28,0.1,s,h,s-h
15423,732,28,0.1,s,h,s-h
15424,644,28,0.1,s,h,s-h
15425,578,61,0.1,s,h,s-h
15426,688,107,0.1,s,h,s-h
15427,411,107,0.1,s,h,s-h
15428,448,107,0.1,s,h,s-h
15429,366,107,0.1,s,h,s-h
15430,594,107,0.1,s,h,s-h
15431,641,66,0.1,s,h,s-h
15432,552,66,0.1,s,h,s-h
15433,515,108,0.1,s,h,s-h
15434,515,26,0.1,s,h,s-h
15435,454,79,0.1,s,h,s-h
15436,373,40,0.1,s,h,s-h
15437,942,36,0.1,s,h,s-h
15438,419,36,0.1,s,h,s-h
15439,802,36,0.1,s,h,s-h
15440,942,16,0.1,s,h,s-h
15441,802,16,0.1,s,h,s-h
15442,383,264,0.1,s,h,s-h
15443,414,264,0.1,s,h,s-h
15444,368,264,0.1,s,h,s-h
15445,376,264,0.1,s,h,s-h
15446,676,264,0.1,s,h,s-h
15447,417,264,0.1,s,h,s-h
15448,480,264,0.1,s,h,s-h
15449,401,264,0.1,s,h,s-h
15450,385,264,0.1,s,h,s-h
15451,398,264,0.1,s,h,s-h
15452,454,264,0.1,s,h,s-h
15453,943,14,0.1,s,h,s-h
15454,943,5,0.1,s,h,s-h
15455,676,39,0.1,s,h,s-h
15456,424,40,0.1,s,h,s-h
15457,372,265,0.1,s,h,s-h
15458,375,265,0.1,s,h,s-h
15459,427,265,0.1,s,h,s-h
15460,448,265,0.1,s,h,s-h
15461,401,265,0.1,s,h,s-h
15462,386,265,0.1,s,h,s-h
15463,454,265,0.1,s,h,s-h
15464,397,265,0.1,s,h,s-h
15465,386,45,0.1,s,h,s-h
15466,546,69,0.1,s,h,s-h
15467,384,205,0.1,s,h,s-h
15468,519,205,0.1,s,h,s-h
15469,513,205,0.1,s,h,s-h
15470,535,205,0.1,s,h,s-h
15471,408,205,0.1,s,h,s-h
15472,521,58,0.1,s,h,s-h
15473,821,5,0.1,s,h,s-h
15474,822,5,0.1,s,h,s-h
15475,616,10,0.1,s,h,s-h
15476,762,39,0.1,s,h,s-h
15477,507,39,0.1,s,h,s-h
15478,406,98,0.1,s,h,s-h
15479,417,40,0.1,s,h,s-h
15480,374,40,0.1,s,h,s-h
15481,520,40,0.1,s,h,s-h
15482,697,41,0.1,s,h,s-h
15483,417,41,0.1,s,h,s-h
15484,374,41,0.1,s,h,s-h
15485,481,41,0.1,s,h,s-h
15486,697,120,0.1,s,h,s-h
15487,417,120,0.1,s,h,s-h
15488,503,120,0.1,s,h,s-h
15489,374,120,0.1,s,h,s-h
15490,547,120,0.1,s,h,s-h
15491,522,53,0.1,s,h,s-h
15492,665,53,0.1,s,h,s-h
15493,503,10,0.1,s,h,s-h
15494,503,154,0.1,s,h,s-h
15495,408,154,0.1,s,h,s-h
15496,541,36,0.1,s,h,s-h
15497,740,54,0.1,s,h,s-h
15498,528,54,0.1,s,h,s-h
15499,451,54,0.1,s,h,s-h
15500,563,54,0.1,s,h,s-h
15501,437,54,0.1,s,h,s-h
15502,600,81,0.1,s,h,s-h
15503,487,110,0.1,s,h,s-h
15504,393,43,0.1,s,h,s-h
15505,717,67,0.1,s,h,s-h
15506,393,89,0.1,s,h,s-h
15507,717,89,0.1,s,h,s-h
15508,521,57,0.1,s,h,s-h
15509,717,57,0.1,s,h,s-h
15510,563,57,0.1,s,h,s-h
15511,454,57,0.1,s,h,s-h
15512,717,4,0.1,s,h,s-h
15513,468,1,0.1,s,h,s-h
15514,717,1,0.1,s,h,s-h
15515,563,1,0.1,s,h,s-h
15516,461,130,0.1,s,h,s-h
15517,526,130,0.1,s,h,s-h
15518,383,75,0.1,s,h,s-h
15519,526,75,0.1,s,h,s-h
15520,366,75,0.1,s,h,s-h
15521,526,48,0.1,s,h,s-h
15522,619,6,0.1,s,h,s-h
15523,371,69,0.1,s,h,s-h
15524,372,69,0.1,s,h,s-h
15525,460,69,0.1,s,h,s-h
15526,398,69,0.1,s,h,s-h
15527,619,69,0.1,s,h,s-h
15528,462,69,0.1,s,h,s-h
15529,562,110,0.1,s,h,s-h
15530,511,110,0.1,s,h,s-h
15531,392,110,0.1,s,h,s-h
15532,710,110,0.1,s,h,s-h
15533,478,110,0.1,s,h,s-h
15534,376,110,0.1,s,h,s-h
15535,599,110,0.1,s,h,s-h
15536,411,170,0.1,s,h,s-h
15537,493,170,0.1,s,h,s-h
15538,444,170,0.1,s,h,s-h
15539,493,80,0.1,s,h,s-h
15540,493,20,0.1,s,h,s-h
15541,669,28,0.1,s,h,s-h
15542,756,28,0.1,s,h,s-h
15543,479,30,0.1,s,h,s-h
15544,593,30,0.1,s,h,s-h
15545,537,48,0.1,s,h,s-h
15546,360,28,0.1,s,h,s-h
15547,514,28,0.1,s,h,s-h
15548,632,28,0.1,s,h,s-h
15549,390,28,0.1,s,h,s-h
15550,377,28,0.1,s,h,s-h
15551,360,21,0.1,s,h,s-h
15552,469,21,0.1,s,h,s-h
15553,428,21,0.1,s,h,s-h
15554,632,21,0.1,s,h,s-h
15555,454,21,0.1,s,h,s-h
15556,560,8,0.1,s,h,s-h
15557,583,67,0.1,s,h,s-h
15558,667,80,0.1,s,h,s-h
15559,708,80,0.1,s,h,s-h
15560,915,80,0.1,s,h,s-h
15561,437,80,0.1,s,h,s-h
15562,408,80,0.1,s,h,s-h
15563,710,106,0.1,s,h,s-h
15564,710,14,0.1,s,h,s-h
15565,557,39,0.1,s,h,s-h
15566,570,20,0.1,s,h,s-h
15567,368,108,0.1,s,h,s-h
15568,368,20,0.1,s,h,s-h
15569,369,20,0.1,s,h,s-h
15570,404,0,0.1,s,h,s-h
15571,588,0,0.1,s,h,s-h
15572,431,0,0.1,s,h,s-h
15573,433,10,0.1,s,h,s-h
15574,458,123,0.1,s,h,s-h
15575,631,59,0.1,s,h,s-h
15576,502,59,0.1,s,h,s-h
15577,711,59,0.1,s,h,s-h
15578,471,59,0.1,s,h,s-h
15579,416,237,0.1,s,h,s-h
15580,428,237,0.1,s,h,s-h
15581,473,26,0.1,s,h,s-h
15582,475,26,0.1,s,h,s-h
15583,562,18,0.1,s,h,s-h
15584,670,20,0.1,s,h,s-h
15585,784,20,0.1,s,h,s-h
15586,674,5,0.1,s,h,s-h
15587,724,49,0.1,s,h,s-h
15588,724,116,0.1,s,h,s-h
15589,724,255,0.1,s,h,s-h
15590,614,54,0.1,s,h,s-h
15591,373,54,0.1,s,h,s-h
15592,876,54,0.1,s,h,s-h
15593,633,54,0.1,s,h,s-h
15594,614,10,0.1,s,h,s-h
15595,373,10,0.1,s,h,s-h
15596,876,10,0.1,s,h,s-h
15597,633,10,0.1,s,h,s-h
15598,614,48,0.1,s,h,s-h
15599,373,48,0.1,s,h,s-h
15600,608,48,0.1,s,h,s-h
