#source_node	source_class	dest_node	dest_class	edge_class
58	s	740	h	s-h
58	s	463	h	s-h
58	s	437	h	s-h
58	s	420	h	s-h
58	s	506	h	s-h
53	s	571	h	s-h
130	s	460	h	s-h
130	s	376	h	s-h
130	s	401	h	s-h
130	s	398	h	s-h
130	s	462	h	s-h
130	s	406	h	s-h
79	s	460	h	s-h
79	s	462	h	s-h
79	s	421	h	s-h
14	s	463	h	s-h
14	s	414	h	s-h
14	s	641	h	s-h
14	s	461	h	s-h
14	s	552	h	s-h
14	s	517	h	s-h
14	s	657	h	s-h
14	s	454	h	s-h
14	s	819	h	s-h
14	s	421	h	s-h
14	s	725	h	s-h
26	s	414	h	s-h
26	s	641	h	s-h
26	s	460	h	s-h
26	s	368	h	s-h
26	s	362	h	s-h
26	s	552	h	s-h
26	s	566	h	s-h
26	s	517	h	s-h
26	s	396	h	s-h
26	s	554	h	s-h
26	s	657	h	s-h
26	s	454	h	s-h
26	s	462	h	s-h
26	s	819	h	s-h
26	s	421	h	s-h
26	s	725	h	s-h
79	s	676	h	s-h
79	s	615	h	s-h
176	s	567	h	s-h
176	s	676	h	s-h
176	s	480	h	s-h
176	s	615	h	s-h
176	s	578	h	s-h
176	s	436	h	s-h
176	s	495	h	s-h
6	s	524	h	s-h
109	s	372	h	s-h
109	s	524	h	s-h
24	s	492	h	s-h
67	s	484	h	s-h
67	s	435	h	s-h
67	s	784	h	s-h
67	s	624	h	s-h
16	s	576	h	s-h
16	s	624	h	s-h
33	s	573	h	s-h
5	s	763	h	s-h
5	s	666	h	s-h
5	s	654	h	s-h
90	s	392	h	s-h
90	s	567	h	s-h
90	s	384	h	s-h
90	s	516	h	s-h
90	s	440	h	s-h
90	s	404	h	s-h
90	s	387	h	s-h
90	s	388	h	s-h
90	s	437	h	s-h
90	s	445	h	s-h
90	s	438	h	s-h
90	s	447	h	s-h
120	s	392	h	s-h
120	s	567	h	s-h
120	s	384	h	s-h
120	s	516	h	s-h
120	s	440	h	s-h
120	s	404	h	s-h
120	s	388	h	s-h
120	s	437	h	s-h
120	s	447	h	s-h
88	s	560	h	s-h
88	s	678	h	s-h
88	s	408	h	s-h
43	s	447	h	s-h
41	s	578	h	s-h
55	s	635	h	s-h
48	s	476	h	s-h
120	s	383	h	s-h
120	s	392	h	s-h
120	s	509	h	s-h
120	s	731	h	s-h
120	s	376	h	s-h
120	s	676	h	s-h
120	s	496	h	s-h
120	s	809	h	s-h
120	s	820	h	s-h
120	s	599	h	s-h
120	s	458	h	s-h
120	s	583	h	s-h
120	s	454	h	s-h
56	s	540	h	s-h
56	s	772	h	s-h
56	s	532	h	s-h
56	s	555	h	s-h
6	s	540	h	s-h
6	s	772	h	s-h
6	s	532	h	s-h
6	s	554	h	s-h
6	s	555	h	s-h
65	s	476	h	s-h
65	s	403	h	s-h
65	s	608	h	s-h
53	s	642	h	s-h
53	s	509	h	s-h
53	s	451	h	s-h
53	s	617	h	s-h
53	s	547	h	s-h
53	s	635	h	s-h
48	s	368	h	s-h
48	s	387	h	s-h
30	s	471	h	s-h
79	s	821	h	s-h
79	s	822	h	s-h
24	s	823	h	s-h
14	s	412	h	s-h
24	s	824	h	s-h
24	s	520	h	s-h
8	s	383	h	s-h
8	s	658	h	s-h
8	s	611	h	s-h
0	s	611	h	s-h
149	s	384	h	s-h
149	s	516	h	s-h
149	s	387	h	s-h
149	s	445	h	s-h
149	s	431	h	s-h
149	s	608	h	s-h
50	s	417	h	s-h
4	s	568	h	s-h
4	s	707	h	s-h
4	s	419	h	s-h
4	s	563	h	s-h
8	s	450	h	s-h
8	s	461	h	s-h
8	s	449	h	s-h
10	s	762	h	s-h
10	s	440	h	s-h
48	s	762	h	s-h
48	s	384	h	s-h
48	s	450	h	s-h
0	s	635	h	s-h
87	s	392	h	s-h
87	s	414	h	s-h
87	s	427	h	s-h
87	s	362	h	s-h
87	s	363	h	s-h
87	s	365	h	s-h
87	s	366	h	s-h
87	s	454	h	s-h
23	s	411	h	s-h
23	s	385	h	s-h
25	s	360	h	s-h
25	s	646	h	s-h
25	s	404	h	s-h
25	s	428	h	s-h
25	s	398	h	s-h
25	s	825	h	s-h
25	s	377	h	s-h
126	s	718	h	s-h
126	s	366	h	s-h
176	s	392	h	s-h
176	s	411	h	s-h
176	s	375	h	s-h
176	s	384	h	s-h
176	s	478	h	s-h
176	s	390	h	s-h
176	s	471	h	s-h
106	s	376	h	s-h
47	s	579	h	s-h
47	s	463	h	s-h
47	s	433	h	s-h
47	s	826	h	s-h
47	s	399	h	s-h
47	s	531	h	s-h
47	s	827	h	s-h
47	s	503	h	s-h
40	s	669	h	s-h
23	s	669	h	s-h
128	s	504	h	s-h
128	s	375	h	s-h
128	s	713	h	s-h
128	s	368	h	s-h
128	s	369	h	s-h
128	s	723	h	s-h
128	s	427	h	s-h
128	s	404	h	s-h
128	s	714	h	s-h
128	s	726	h	s-h
128	s	398	h	s-h
128	s	563	h	s-h
128	s	715	h	s-h
37	s	411	h	s-h
37	s	390	h	s-h
36	s	405	h	s-h
180	s	375	h	s-h
180	s	384	h	s-h
180	s	461	h	s-h
180	s	440	h	s-h
180	s	480	h	s-h
180	s	401	h	s-h
180	s	387	h	s-h
180	s	405	h	s-h
30	s	480	h	s-h
30	s	405	h	s-h
20	s	366	h	s-h
20	s	447	h	s-h
81	s	429	h	s-h
81	s	542	h	s-h
16	s	383	h	s-h
16	s	403	h	s-h
16	s	746	h	s-h
6	s	393	h	s-h
6	s	655	h	s-h
6	s	564	h	s-h
14	s	472	h	s-h
14	s	655	h	s-h
14	s	546	h	s-h
14	s	563	h	s-h
0	s	564	h	s-h
11	s	808	h	s-h
11	s	438	h	s-h
180	s	476	h	s-h
180	s	531	h	s-h
180	s	401	h	s-h
180	s	808	h	s-h
180	s	443	h	s-h
180	s	438	h	s-h
11	s	460	h	s-h
11	s	462	h	s-h
181	s	375	h	s-h
181	s	368	h	s-h
181	s	440	h	s-h
181	s	362	h	s-h
181	s	370	h	s-h
123	s	468	h	s-h
123	s	404	h	s-h
63	s	372	h	s-h
63	s	463	h	s-h
63	s	363	h	s-h
63	s	632	h	s-h
63	s	365	h	s-h
33	s	392	h	s-h
33	s	667	h	s-h
33	s	718	h	s-h
33	s	468	h	s-h
33	s	433	h	s-h
33	s	450	h	s-h
33	s	478	h	s-h
33	s	451	h	s-h
33	s	531	h	s-h
33	s	393	h	s-h
33	s	546	h	s-h
33	s	533	h	s-h
33	s	615	h	s-h
33	s	458	h	s-h
33	s	792	h	s-h
33	s	454	h	s-h
71	s	528	h	s-h
71	s	452	h	s-h
40	s	713	h	s-h
40	s	544	h	s-h
40	s	714	h	s-h
40	s	715	h	s-h
6	s	450	h	s-h
83	s	414	h	s-h
83	s	450	h	s-h
83	s	376	h	s-h
83	s	387	h	s-h
83	s	493	h	s-h
83	s	454	h	s-h
83	s	406	h	s-h
47	s	549	h	s-h
47	s	447	h	s-h
29	s	586	h	s-h
29	s	754	h	s-h
0	s	537	h	s-h
0	s	516	h	s-h
0	s	404	h	s-h
51	s	490	h	s-h
51	s	828	h	s-h
98	s	438	h	s-h
76	s	479	h	s-h
76	s	435	h	s-h
76	s	393	h	s-h
76	s	533	h	s-h
76	s	593	h	s-h
6	s	566	h	s-h
124	s	490	h	s-h
124	s	410	h	s-h
157	s	511	h	s-h
157	s	490	h	s-h
157	s	410	h	s-h
90	s	713	h	s-h
90	s	544	h	s-h
90	s	714	h	s-h
90	s	715	h	s-h
90	s	426	h	s-h
120	s	713	h	s-h
120	s	544	h	s-h
120	s	376	h	s-h
120	s	451	h	s-h
120	s	714	h	s-h
120	s	715	h	s-h
120	s	426	h	s-h
73	s	471	h	s-h
53	s	829	h	s-h
94	s	392	h	s-h
94	s	476	h	s-h
94	s	444	h	s-h
94	s	447	h	s-h
20	s	392	h	s-h
20	s	476	h	s-h
20	s	428	h	s-h
20	s	444	h	s-h
20	s	447	h	s-h
41	s	433	h	s-h
41	s	531	h	s-h
41	s	830	h	s-h
0	s	830	h	s-h
54	s	641	h	s-h
54	s	552	h	s-h
98	s	368	h	s-h
98	s	370	h	s-h
53	s	637	h	s-h
156	s	376	h	s-h
156	s	428	h	s-h
156	s	366	h	s-h
40	s	449	h	s-h
40	s	472	h	s-h
40	s	524	h	s-h
44	s	411	h	s-h
44	s	567	h	s-h
44	s	429	h	s-h
44	s	449	h	s-h
44	s	480	h	s-h
44	s	551	h	s-h
44	s	377	h	s-h
44	s	524	h	s-h
14	s	551	h	s-h
49	s	384	h	s-h
88	s	527	h	s-h
7	s	392	h	s-h
7	s	384	h	s-h
7	s	478	h	s-h
7	s	401	h	s-h
7	s	466	h	s-h
7	s	387	h	s-h
7	s	443	h	s-h
7	s	445	h	s-h
7	s	378	h	s-h
59	s	583	h	s-h
59	s	424	h	s-h
23	s	427	h	s-h
23	s	520	h	s-h
23	s	366	h	s-h
23	s	490	h	s-h
23	s	408	h	s-h
23	s	410	h	s-h
359	s	429	h	s-h
359	s	490	h	s-h
359	s	410	h	s-h
6	s	603	h	s-h
6	s	490	h	s-h
183	s	372	h	s-h
183	s	375	h	s-h
183	s	385	h	s-h
183	s	398	h	s-h
183	s	436	h	s-h
183	s	421	h	s-h
183	s	406	h	s-h
67	s	504	h	s-h
67	s	674	h	s-h
67	s	570	h	s-h
67	s	612	h	s-h
67	s	831	h	s-h
67	s	795	h	s-h
148	s	504	h	s-h
148	s	674	h	s-h
148	s	570	h	s-h
148	s	519	h	s-h
148	s	612	h	s-h
148	s	831	h	s-h
148	s	599	h	s-h
148	s	795	h	s-h
35	s	676	h	s-h
35	s	610	h	s-h
35	s	571	h	s-h
35	s	540	h	s-h
35	s	642	h	s-h
35	s	754	h	s-h
35	s	547	h	s-h
35	s	541	h	s-h
0	s	557	h	s-h
10	s	436	h	s-h
106	s	461	h	s-h
106	s	483	h	s-h
106	s	532	h	s-h
106	s	832	h	s-h
106	s	615	h	s-h
106	s	643	h	s-h
106	s	497	h	s-h
106	s	801	h	s-h
106	s	833	h	s-h
130	s	550	h	s-h
184	s	375	h	s-h
184	s	368	h	s-h
184	s	427	h	s-h
184	s	404	h	s-h
184	s	385	h	s-h
184	s	398	h	s-h
184	s	834	h	s-h
41	s	470	h	s-h
41	s	378	h	s-h
48	s	558	h	s-h
48	s	715	h	s-h
126	s	428	h	s-h
36	s	782	h	s-h
36	s	526	h	s-h
36	s	368	h	s-h
36	s	516	h	s-h
6	s	373	h	s-h
359	s	516	h	s-h
359	s	373	h	s-h
35	s	427	h	s-h
103	s	543	h	s-h
23	s	543	h	s-h
61	s	449	h	s-h
61	s	405	h	s-h
61	s	406	h	s-h
14	s	536	h	s-h
41	s	391	h	s-h
41	s	377	h	s-h
58	s	391	h	s-h
41	s	540	h	s-h
41	s	451	h	s-h
41	s	745	h	s-h
41	s	514	h	s-h
41	s	541	h	s-h
41	s	447	h	s-h
3	s	540	h	s-h
3	s	392	h	s-h
3	s	451	h	s-h
3	s	745	h	s-h
3	s	514	h	s-h
3	s	541	h	s-h
3	s	447	h	s-h
14	s	540	h	s-h
14	s	451	h	s-h
14	s	745	h	s-h
14	s	514	h	s-h
14	s	541	h	s-h
0	s	745	h	s-h
0	s	514	h	s-h
185	s	540	h	s-h
185	s	392	h	s-h
185	s	376	h	s-h
185	s	451	h	s-h
185	s	745	h	s-h
185	s	514	h	s-h
185	s	388	h	s-h
185	s	541	h	s-h
185	s	447	h	s-h
7	s	484	h	s-h
7	s	414	h	s-h
7	s	525	h	s-h
7	s	513	h	s-h
41	s	525	h	s-h
41	s	513	h	s-h
41	s	366	h	s-h
67	s	487	h	s-h
16	s	722	h	s-h
13	s	722	h	s-h
76	s	701	h	s-h
76	s	615	h	s-h
76	s	555	h	s-h
76	s	735	h	s-h
16	s	829	h	s-h
41	s	429	h	s-h
41	s	373	h	s-h
5	s	372	h	s-h
5	s	463	h	s-h
49	s	496	h	s-h
49	s	495	h	s-h
80	s	478	h	s-h
80	s	404	h	s-h
80	s	542	h	s-h
80	s	608	h	s-h
40	s	392	h	s-h
40	s	404	h	s-h
40	s	558	h	s-h
40	s	608	h	s-h
106	s	558	h	s-h
106	s	542	h	s-h
106	s	471	h	s-h
106	s	608	h	s-h
39	s	540	h	s-h
39	s	392	h	s-h
39	s	710	h	s-h
39	s	461	h	s-h
39	s	529	h	s-h
39	s	376	h	s-h
39	s	700	h	s-h
39	s	424	h	s-h
39	s	541	h	s-h
41	s	409	h	s-h
41	s	431	h	s-h
41	s	405	h	s-h
16	s	493	h	s-h
54	s	399	h	s-h
0	s	441	h	s-h
123	s	385	h	s-h
130	s	419	h	s-h
130	s	397	h	s-h
130	s	747	h	s-h
116	s	460	h	s-h
116	s	462	h	s-h
116	s	747	h	s-h
98	s	615	h	s-h
98	s	795	h	s-h
14	s	417	h	s-h
14	s	615	h	s-h
14	s	795	h	s-h
91	s	376	h	s-h
91	s	417	h	s-h
91	s	401	h	s-h
91	s	615	h	s-h
91	s	387	h	s-h
91	s	795	h	s-h
91	s	405	h	s-h
24	s	835	h	s-h
10	s	421	h	s-h
48	s	421	h	s-h
130	s	404	h	s-h
130	s	387	h	s-h
130	s	471	h	s-h
121	s	384	h	s-h
121	s	602	h	s-h
121	s	836	h	s-h
121	s	427	h	s-h
121	s	404	h	s-h
121	s	507	h	s-h
121	s	445	h	s-h
121	s	438	h	s-h
39	s	440	h	s-h
39	s	611	h	s-h
39	s	398	h	s-h
3	s	472	h	s-h
3	s	386	h	s-h
3	s	389	h	s-h
98	s	521	h	s-h
98	s	726	h	s-h
98	s	397	h	s-h
3	s	837	h	s-h
3	s	491	h	s-h
3	s	515	h	s-h
10	s	837	h	s-h
10	s	491	h	s-h
10	s	515	h	s-h
20	s	507	h	s-h
20	s	837	h	s-h
20	s	491	h	s-h
20	s	515	h	s-h
10	s	439	h	s-h
10	s	549	h	s-h
10	s	472	h	s-h
10	s	442	h	s-h
10	s	378	h	s-h
20	s	562	h	s-h
20	s	838	h	s-h
20	s	479	h	s-h
20	s	576	h	s-h
20	s	707	h	s-h
20	s	765	h	s-h
20	s	730	h	s-h
20	s	418	h	s-h
20	s	437	h	s-h
20	s	536	h	s-h
77	s	392	h	s-h
77	s	390	h	s-h
20	s	385	h	s-h
14	s	593	h	s-h
81	s	491	h	s-h
68	s	737	h	s-h
68	s	413	h	s-h
68	s	376	h	s-h
68	s	401	h	s-h
63	s	644	h	s-h
105	s	392	h	s-h
105	s	384	h	s-h
105	s	376	h	s-h
105	s	401	h	s-h
105	s	398	h	s-h
36	s	566	h	s-h
36	s	604	h	s-h
30	s	419	h	s-h
169	s	383	h	s-h
169	s	375	h	s-h
169	s	419	h	s-h
169	s	386	h	s-h
8	s	782	h	s-h
8	s	439	h	s-h
8	s	442	h	s-h
8	s	607	h	s-h
98	s	493	h	s-h
169	s	368	h	s-h
169	s	427	h	s-h
169	s	448	h	s-h
169	s	398	h	s-h
169	s	366	h	s-h
169	s	515	h	s-h
137	s	383	h	s-h
137	s	392	h	s-h
137	s	642	h	s-h
137	s	432	h	s-h
137	s	645	h	s-h
137	s	412	h	s-h
137	s	461	h	s-h
137	s	376	h	s-h
137	s	496	h	s-h
137	s	423	h	s-h
137	s	547	h	s-h
137	s	564	h	s-h
137	s	447	h	s-h
101	s	383	h	s-h
101	s	642	h	s-h
101	s	432	h	s-h
101	s	645	h	s-h
101	s	461	h	s-h
101	s	496	h	s-h
101	s	547	h	s-h
101	s	564	h	s-h
101	s	471	h	s-h
29	s	383	h	s-h
29	s	642	h	s-h
29	s	432	h	s-h
29	s	645	h	s-h
29	s	461	h	s-h
29	s	496	h	s-h
29	s	423	h	s-h
29	s	564	h	s-h
5	s	383	h	s-h
5	s	642	h	s-h
5	s	432	h	s-h
5	s	423	h	s-h
7	s	431	h	s-h
8	s	440	h	s-h
43	s	472	h	s-h
43	s	431	h	s-h
43	s	594	h	s-h
23	s	456	h	s-h
9	s	454	h	s-h
9	s	635	h	s-h
186	s	454	h	s-h
186	s	635	h	s-h
164	s	511	h	s-h
164	s	476	h	s-h
164	s	387	h	s-h
164	s	807	h	s-h
104	s	460	h	s-h
104	s	577	h	s-h
104	s	440	h	s-h
104	s	462	h	s-h
104	s	426	h	s-h
5	s	460	h	s-h
5	s	577	h	s-h
5	s	462	h	s-h
1	s	577	h	s-h
6	s	527	h	s-h
6	s	718	h	s-h
6	s	645	h	s-h
6	s	451	h	s-h
6	s	531	h	s-h
6	s	792	h	s-h
6	s	535	h	s-h
6	s	725	h	s-h
65	s	480	h	s-h
187	s	562	h	s-h
187	s	414	h	s-h
187	s	375	h	s-h
187	s	369	h	s-h
187	s	376	h	s-h
187	s	610	h	s-h
187	s	532	h	s-h
187	s	393	h	s-h
187	s	396	h	s-h
187	s	388	h	s-h
187	s	454	h	s-h
35	s	815	h	s-h
35	s	732	h	s-h
40	s	371	h	s-h
40	s	414	h	s-h
40	s	450	h	s-h
98	s	371	h	s-h
98	s	414	h	s-h
35	s	459	h	s-h
35	s	384	h	s-h
43	s	520	h	s-h
43	s	587	h	s-h
149	s	520	h	s-h
149	s	587	h	s-h
149	s	495	h	s-h
149	s	426	h	s-h
149	s	378	h	s-h
55	s	372	h	s-h
55	s	406	h	s-h
79	s	660	h	s-h
79	s	658	h	s-h
79	s	413	h	s-h
79	s	731	h	s-h
79	s	531	h	s-h
79	s	545	h	s-h
16	s	660	h	s-h
16	s	658	h	s-h
16	s	413	h	s-h
16	s	731	h	s-h
16	s	531	h	s-h
16	s	545	h	s-h
16	s	520	h	s-h
16	s	661	h	s-h
16	s	623	h	s-h
94	s	368	h	s-h
17	s	383	h	s-h
77	s	414	h	s-h
77	s	404	h	s-h
77	s	575	h	s-h
77	s	563	h	s-h
77	s	396	h	s-h
126	s	516	h	s-h
27	s	445	h	s-h
18	s	701	h	s-h
67	s	701	h	s-h
67	s	520	h	s-h
57	s	701	h	s-h
57	s	467	h	s-h
18	s	476	h	s-h
18	s	468	h	s-h
18	s	384	h	s-h
18	s	496	h	s-h
18	s	417	h	s-h
18	s	428	h	s-h
18	s	499	h	s-h
168	s	476	h	s-h
168	s	468	h	s-h
168	s	375	h	s-h
168	s	384	h	s-h
168	s	376	h	s-h
168	s	496	h	s-h
168	s	417	h	s-h
168	s	428	h	s-h
168	s	423	h	s-h
168	s	583	h	s-h
168	s	499	h	s-h
168	s	426	h	s-h
19	s	468	h	s-h
19	s	384	h	s-h
19	s	583	h	s-h
19	s	499	h	s-h
20	s	583	h	s-h
88	s	519	h	s-h
359	s	487	h	s-h
51	s	567	h	s-h
51	s	406	h	s-h
39	s	360	h	s-h
39	s	460	h	s-h
39	s	549	h	s-h
39	s	446	h	s-h
39	s	462	h	s-h
39	s	377	h	s-h
104	s	360	h	s-h
104	s	549	h	s-h
104	s	446	h	s-h
5	s	744	h	s-h
53	s	582	h	s-h
84	s	665	h	s-h
45	s	599	h	s-h
171	s	383	h	s-h
171	s	460	h	s-h
171	s	616	h	s-h
171	s	440	h	s-h
171	s	655	h	s-h
171	s	387	h	s-h
171	s	462	h	s-h
171	s	431	h	s-h
171	s	405	h	s-h
81	s	521	h	s-h
81	s	543	h	s-h
124	s	360	h	s-h
124	s	414	h	s-h
124	s	363	h	s-h
124	s	398	h	s-h
124	s	365	h	s-h
124	s	409	h	s-h
157	s	360	h	s-h
157	s	414	h	s-h
157	s	363	h	s-h
157	s	398	h	s-h
157	s	365	h	s-h
157	s	409	h	s-h
47	s	546	h	s-h
47	s	394	h	s-h
47	s	515	h	s-h
53	s	579	h	s-h
53	s	826	h	s-h
53	s	827	h	s-h
53	s	394	h	s-h
53	s	515	h	s-h
104	s	411	h	s-h
104	s	388	h	s-h
67	s	411	h	s-h
74	s	463	h	s-h
74	s	440	h	s-h
74	s	385	h	s-h
74	s	409	h	s-h
74	s	839	h	s-h
40	s	676	h	s-h
14	s	676	h	s-h
53	s	468	h	s-h
65	s	722	h	s-h
65	s	448	h	s-h
65	s	441	h	s-h
65	s	495	h	s-h
65	s	635	h	s-h
27	s	722	h	s-h
27	s	448	h	s-h
27	s	441	h	s-h
27	s	367	h	s-h
27	s	438	h	s-h
27	s	495	h	s-h
27	s	635	h	s-h
27	s	406	h	s-h
53	s	668	h	s-h
53	s	560	h	s-h
53	s	784	h	s-h
7	s	540	h	s-h
7	s	669	h	s-h
7	s	504	h	s-h
7	s	460	h	s-h
7	s	403	h	s-h
7	s	686	h	s-h
7	s	541	h	s-h
7	s	462	h	s-h
14	s	669	h	s-h
14	s	504	h	s-h
14	s	686	h	s-h
0	s	403	h	s-h
0	s	686	h	s-h
54	s	459	h	s-h
67	s	744	h	s-h
67	s	514	h	s-h
14	s	743	h	s-h
41	s	510	h	s-h
75	s	440	h	s-h
75	s	385	h	s-h
75	s	387	h	s-h
75	s	388	h	s-h
16	s	454	h	s-h
154	s	414	h	s-h
154	s	449	h	s-h
154	s	440	h	s-h
154	s	385	h	s-h
154	s	387	h	s-h
154	s	388	h	s-h
154	s	454	h	s-h
154	s	377	h	s-h
88	s	789	h	s-h
88	s	744	h	s-h
88	s	840	h	s-h
88	s	664	h	s-h
24	s	789	h	s-h
24	s	744	h	s-h
24	s	840	h	s-h
24	s	664	h	s-h
188	s	789	h	s-h
188	s	744	h	s-h
188	s	840	h	s-h
188	s	664	h	s-h
33	s	789	h	s-h
33	s	744	h	s-h
33	s	840	h	s-h
33	s	664	h	s-h
15	s	789	h	s-h
15	s	744	h	s-h
15	s	840	h	s-h
15	s	664	h	s-h
156	s	468	h	s-h
156	s	713	h	s-h
156	s	472	h	s-h
156	s	714	h	s-h
156	s	458	h	s-h
156	s	715	h	s-h
24	s	700	h	s-h
120	s	411	h	s-h
120	s	507	h	s-h
77	s	508	h	s-h
77	s	368	h	s-h
77	s	658	h	s-h
77	s	362	h	s-h
77	s	393	h	s-h
77	s	659	h	s-h
53	s	386	h	s-h
70	s	392	h	s-h
359	s	437	h	s-h
45	s	841	h	s-h
78	s	562	h	s-h
78	s	433	h	s-h
78	s	531	h	s-h
78	s	513	h	s-h
78	s	750	h	s-h
57	s	383	h	s-h
57	s	660	h	s-h
57	s	432	h	s-h
57	s	468	h	s-h
57	s	469	h	s-h
57	s	732	h	s-h
57	s	570	h	s-h
57	s	547	h	s-h
57	s	587	h	s-h
57	s	661	h	s-h
57	s	733	h	s-h
57	s	687	h	s-h
57	s	378	h	s-h
78	s	463	h	s-h
78	s	451	h	s-h
78	s	399	h	s-h
78	s	599	h	s-h
78	s	563	h	s-h
78	s	443	h	s-h
78	s	421	h	s-h
99	s	375	h	s-h
99	s	384	h	s-h
99	s	401	h	s-h
99	s	385	h	s-h
99	s	387	h	s-h
99	s	402	h	s-h
99	s	431	h	s-h
11	s	414	h	s-h
11	s	384	h	s-h
11	s	390	h	s-h
71	s	722	h	s-h
71	s	369	h	s-h
71	s	427	h	s-h
71	s	480	h	s-h
71	s	398	h	s-h
71	s	390	h	s-h
71	s	406	h	s-h
79	s	726	h	s-h
79	s	426	h	s-h
67	s	726	h	s-h
10	s	726	h	s-h
3	s	385	h	s-h
4	s	385	h	s-h
10	s	368	h	s-h
10	s	427	h	s-h
50	s	369	h	s-h
65	s	404	h	s-h
189	s	369	h	s-h
189	s	413	h	s-h
51	s	681	h	s-h
51	s	482	h	s-h
10	s	400	h	s-h
10	s	418	h	s-h
10	s	420	h	s-h
10	s	767	h	s-h
117	s	414	h	s-h
117	s	400	h	s-h
117	s	513	h	s-h
117	s	418	h	s-h
117	s	420	h	s-h
117	s	767	h	s-h
359	s	513	h	s-h
359	s	418	h	s-h
359	s	767	h	s-h
154	s	360	h	s-h
154	s	400	h	s-h
154	s	513	h	s-h
154	s	418	h	s-h
154	s	420	h	s-h
154	s	767	h	s-h
58	s	821	h	s-h
58	s	822	h	s-h
41	s	527	h	s-h
41	s	718	h	s-h
41	s	532	h	s-h
41	s	533	h	s-h
41	s	503	h	s-h
41	s	587	h	s-h
41	s	535	h	s-h
41	s	444	h	s-h
53	s	379	h	s-h
53	s	681	h	s-h
67	s	379	h	s-h
67	s	842	h	s-h
67	s	381	h	s-h
14	s	360	h	s-h
14	s	610	h	s-h
14	s	391	h	s-h
14	s	677	h	s-h
14	s	685	h	s-h
14	s	839	h	s-h
5	s	610	h	s-h
5	s	454	h	s-h
5	s	677	h	s-h
5	s	685	h	s-h
5	s	839	h	s-h
35	s	463	h	s-h
35	s	684	h	s-h
190	s	537	h	s-h
190	s	372	h	s-h
190	s	375	h	s-h
190	s	401	h	s-h
190	s	387	h	s-h
190	s	426	h	s-h
190	s	406	h	s-h
16	s	537	h	s-h
10	s	537	h	s-h
10	s	401	h	s-h
46	s	761	h	s-h
46	s	843	h	s-h
20	s	682	h	s-h
41	s	511	h	s-h
41	s	428	h	s-h
70	s	550	h	s-h
70	s	450	h	s-h
70	s	400	h	s-h
70	s	393	h	s-h
9	s	532	h	s-h
9	s	588	h	s-h
9	s	563	h	s-h
9	s	493	h	s-h
9	s	436	h	s-h
9	s	844	h	s-h
61	s	532	h	s-h
61	s	493	h	s-h
61	s	436	h	s-h
61	s	454	h	s-h
61	s	844	h	s-h
10	s	532	h	s-h
10	s	563	h	s-h
10	s	493	h	s-h
10	s	436	h	s-h
10	s	844	h	s-h
359	s	532	h	s-h
359	s	588	h	s-h
359	s	844	h	s-h
154	s	532	h	s-h
154	s	588	h	s-h
154	s	563	h	s-h
154	s	493	h	s-h
154	s	436	h	s-h
154	s	844	h	s-h
134	s	414	h	s-h
134	s	450	h	s-h
134	s	441	h	s-h
134	s	401	h	s-h
134	s	424	h	s-h
40	s	406	h	s-h
41	s	408	h	s-h
41	s	406	h	s-h
75	s	525	h	s-h
75	s	408	h	s-h
23	s	525	h	s-h
13	s	472	h	s-h
13	s	726	h	s-h
13	s	624	h	s-h
0	s	624	h	s-h
3	s	394	h	s-h
3	s	498	h	s-h
175	s	722	h	s-h
175	s	487	h	s-h
29	s	546	h	s-h
29	s	808	h	s-h
190	s	742	h	s-h
190	s	661	h	s-h
190	s	420	h	s-h
96	s	562	h	s-h
96	s	379	h	s-h
96	s	549	h	s-h
96	s	420	h	s-h
96	s	490	h	s-h
121	s	562	h	s-h
180	s	562	h	s-h
180	s	379	h	s-h
180	s	549	h	s-h
180	s	420	h	s-h
180	s	490	h	s-h
8	s	562	h	s-h
24	s	529	h	s-h
24	s	533	h	s-h
24	s	535	h	s-h
55	s	461	h	s-h
55	s	398	h	s-h
55	s	495	h	s-h
55	s	747	h	s-h
53	s	567	h	s-h
53	s	510	h	s-h
53	s	447	h	s-h
24	s	553	h	s-h
63	s	454	h	s-h
69	s	384	h	s-h
69	s	449	h	s-h
69	s	524	h	s-h
84	s	392	h	s-h
84	s	745	h	s-h
65	s	529	h	s-h
53	s	529	h	s-h
76	s	529	h	s-h
76	s	447	h	s-h
116	s	504	h	s-h
116	s	533	h	s-h
116	s	489	h	s-h
123	s	508	h	s-h
123	s	372	h	s-h
123	s	407	h	s-h
123	s	588	h	s-h
123	s	381	h	s-h
123	s	454	h	s-h
123	s	421	h	s-h
3	s	780	h	s-h
3	s	403	h	s-h
41	s	454	h	s-h
24	s	540	h	s-h
24	s	450	h	s-h
24	s	452	h	s-h
24	s	541	h	s-h
21	s	540	h	s-h
21	s	383	h	s-h
21	s	414	h	s-h
21	s	460	h	s-h
21	s	450	h	s-h
21	s	656	h	s-h
21	s	452	h	s-h
21	s	385	h	s-h
21	s	657	h	s-h
21	s	541	h	s-h
21	s	462	h	s-h
0	s	845	h	s-h
53	s	631	h	s-h
53	s	361	h	s-h
53	s	711	h	s-h
51	s	631	h	s-h
51	s	575	h	s-h
51	s	711	h	s-h
11	s	461	h	s-h
11	s	449	h	s-h
11	s	493	h	s-h
16	s	502	h	s-h
43	s	484	h	s-h
43	s	418	h	s-h
